name,alias,smell,cure
葶苈,丁苈、大室、大适、荠。,（苗、子）苦、平、无毒。,1、阳性水肿（面赤、烦渴、喘急、小便涩）。用甜葶苈一两半（炒后研末）、汉防己末二两，和鸭血及头同捣极烂，做成丸子，如梧子大。视病情每服五至十丸，一天服三次，以小便通畅为验。2、遍身肿满，用苦葶苈（炒）四两，研细，和枣肉做成丸子，如梧子大。每服十五丸，桑白皮汤送下。一天服三次。3、在腹水肿。用革葶苈二升，炒后研末，与雄鸡血及头一起捣至极烂，做成丸子，如梧子大。每服十丸，小豆汤送下。一天服三次。又方：葶苈二升，用酒五升泡一夜，服一合即通一天服三次。又方：葶苈一两杏仁十枚，同熬成黄色。取出捣烂，分十次服。
车前,当道、浮以、昔、牛遗、牛舌、车轮草、地衣、衣。,甘、寒、无毒。,1、血淋作痛。用车前子晒干研细，每服二钱，车前叶煎汤送下。2、老人淋病（身体发热）。用车前子五合，煮汁，去渣，用汁煮米粥吃，有效。常服此方，亦可明目。3、妊妇热淋。用车前子五两、葵根（切）一升，加水五升，煎成一升半，分三次服。
马鞭草,、凤颈草。,（苗、叶）苦、微寒、无毒。,1、疟疾寒热。用马鞭草捣汁五合，加酒二合，分二次服。2、鼓胀烦渴，身干黑瘦，用马鞭草锉细，晒干，加酒或水同煮至味出，去渣温服。3、大腹不肿。用马鞭草、鼠尾草各十斤，加水一石，煮取五斗，去渣，再次浓煎，和粉做成丸子，如大豆大。每服二、三丸，渐加至四、五丸，极效。
蛇含,蛇衔、威蛇、小牙、紫背龙牙。,苦、微寒、无毒。,1、产后泻痢用蛇含极一反，浓煎服下。2、刀伤出血。用蛇含草捣烂敷伤处。3、身面恶癣。用蛇含草加生矾研敷。
鳢肠,草、早莲草、墨烟草、墨头草、墨菜，猢狲、猪牙草。,（草）甘、酸、平、无毒。,1、乌须固齿。用鳢肠草连根一斤，酒洗净，洒盐四天淹三天，连汁放入油锅中炒存性，研为末。每天取末搽牙，连口水吞下。又方；鳢肠取汁，用盐炼干，研末搽牙，又方；鳢肠草一两半，麻姑饼三两，升麻、青盐各三两半，诃子（连核）二十个，皂角三个，晚蚕沙二两，共研为末，加薄醋、面糊和成丸子，如弹子大。晒干，装泥瓶中，火煨令烟出存性，取出研为末，每日搽牙。此方名“旱莲散”。2、偏正头痛。用鳢肠草汁滴鼻中。3、疟疾。用鳢肠划捶烂，放在手上切脉处，药上压一个钱币，用布包好。过一段时间，药下皮肤起小泡，疟即止。这也一种灸法。称为“天灸”。
连翘,异翘、旱、兰华、三廉，根名连轺、根。,（茎、叶）苦、平、无毒。（翘根）甘、寒、平、有小毒。,1、瘰疬结核，用连翘、脂订等分为末，随时吞服。2、痔疮肿痛。用连翘煎汤熏洗，后以绿矾加麝香少许敷贴。3、痈疸肿毒。用连翘草及根各一升，加水一斗六升，煮成三升服。出汗为见效。
蒴翟,朔吊。。,酸、温、有毒。,1、手中偏风，取蒴翟叶，用火烤热，厚铺床上，趁热睡卧。叶冷则换。冬月取根捣碎，熬热后用。2、风湿冷痹。治方同上。3、寒湿腰痛。治方同上。
蓝,（）苦、寒、无毒。（蓼蓝叶汁）苦、甘、寒、无毒。（吴蓝）苦、甘、冷、无毒。,暂无,暂无
蓝淀,暂无,辛、苦、寒、无毒。,1、肺热咯血。用青黛一两、杏仁（以牡蛎粉炒过）一两，一起研匀，加黄蜡化和做成三址个饼子，称为“青饼子”。每服饼，以干柿半个夹定，外用湿纸裹好，煨香嚼吃，米粥磅下。一天吃三次。2、小儿疳痢。随不同年龄大小。取适量青黛，以水研匀服下，有效《宫气方》说：“孩儿杂病变成疳，不问强羸女与男。烦热毛焦鼻口燥，皮肤枯槁四肢瘫。腹中时时更下痢。青黄赤白一般般。眼涩黄鼻孔赤，谷道开张不可看，引方便是“青黛散”，孩儿百病服之安。”3、烂眼，用青黛、黄连泡水洗。
青黛,、粉。,咸、寒、无毒。,1、肺热咯血。用青黛一两、杏仁（以牡晟粉炒过）一两，一起研匀，加黄蜡化和做成三十个饼子，称为“青饼子”。每服一饼，以干柿半个夹定，外用湿纸裹好，煨香嚼吃，米粥送下。一天吃三次。2、小儿疳痢。随小儿年龄大小，取适量青黛以水研匀服下，有效。《宫气方》说：“孩儿杂病变成疳，不问强羸女与男。烦热毛鼻口燥，皮肤枯槁四肢瘫，腹中时时更下痢，青黄赤白一般般。眼涩面黄鼻孔赤，谷道开张不可看，此方便是“青黛散”，孩儿面病服这安。”3、烂眼。用青黛、黄连泡水洗。
甘蓝,蓝菜。,甘、平、无毒。,利，明耳目，久服益肾，其叶使人不思睡，其子使人多睡。
蓼,（实、苗、叶）辛、温、无毒。,暂无,暂无
水蓼,虞、泽蓼。,（茎、叶）辛、无毒。,1、蛇咬伤。用水蓼茎、叶捣敷。2、脚气肿痛成疮。用水蓼汁搽洗。
马蓼,大、墨记草。,（茎、叶）辛、温、无毒。,杀肠中。
荭草,游、石龙、天、大蓼。,（实）咸、微寒、无毒。,、去热、明目、亦治瘰疬、。的花能散血、消积、止痛。
虎杖,苦杖、大虫杖、斑杖、酸杖。,（根）微温。,1、小便淋。用虎杖为末，每服二钱，米汤送下。2、月经不通。用虎杖三两，凌霄花、没药各一两，共研为末。每一钱，热酒送下。又方：虎杖一斤，去头，晾干，研细，在五斗吕中浸一夜，煎取二斗。加土瓜根汁、牛膝汁各二斗，一起熬浓，状如糖稀。每服一合，酒送上。昼两服，夜一服，月经即通。3、腹内突长结块，坚硬如石，痛如刺。用虎杖根一石，洗干，捣成末，掺入五升米饭中搅匀，倒好酒五斗泡起来。每饮一升半，忌食鲜鱼和盐。
匾蓄,、扁辨、扁蔓、粉节草、道生草。,苦、平、无毒。,1、热黄疸疾。用匾蓄放豉汁中，下五味，煮羹汤吃。2、蛔虫病。用匾蓄十斤，锉细，加水一石煎至一斗。去渣，再次煎浓。头天晚上禁食，次日空心服一升，虫即可打下。3、痔发肿病。用匾蓄捣烂取汁服一升。无效可再服。另取匾蓄汁和面作饼，一天吃三次。
蒺藜,名茨、旁通、屈人、止行、休羽、升推。,（子）苦、温、无毒。（：甘、温、无毒）。,1、腰脊痛。用蒺藜子捣成末，加蜜做成丸子，如胡豆大，每服二丸，酒送下。一天服三次。2、通身浮肿。有杜蒺藜每日煎汤洗。3、大便风秘。用蒺藜子（炒）一两、猪牙皂荚（去皮、酥炙）五钱，共研为末。每服一钱，盐茶汤送下。
谷精草,、文星草、流星草。,（花）辛、温、无毒。,1、脑痛、眉痛。用谷精草二钱、地在三钱、乳香一钱，共研为末。每用半钱，烧烟筒中，熏鼻。2、偏正头痛。用谷精草，研为末，加白面糊调匀摊纸上贴痛处，干了改换。又方：用谷精草末、铜绿各一钱，硝石半分，混匀，随头痛的左、右边，吸入左右鼻孔中。3、鼻血不止。用谷精草为末，每服二钱，熟面汤送下。
海金沙,园荽。,甘、寒、无毒。,1、热淋急痛。用海沙草阴干，研末。每服二钱，煎生甘草汤调上。药中加滑石亦可。2、小便不通，脐下闷满。用海金沙一两、腊南茶半两、一起捣碎。每服三钱，生姜、甘草煎汤送下。一天服二次。3、小便膏淋如油。用海金沙、滑石各一两，甘草梢二钱半，共研为末。每服二钱，麦门冬煎汤服。一天服二次。
半边莲,辛、平、无毒。,暂无,暂无
紫花地丁,箭头草、独行、子、米布袋。,苦、辛、寒、无毒。,1、黄疸内热。用紫花地丁研末，每服三钱，酒送下。2、痈疽恶疮。用紫花地丁（连根）、苍耳叶等分，捣烂，加酒一杯，搅汁服下。3、痈疽发背。用三伏天收取的紫花地丁草，捣碎，和白面，放醋中泡一夜，贴疮上，极有效。
见肿消,酸涩、有微毒。,暂无,暂无
大黄,黄良、将军、火参、肤如。,（根）苦、寒、无毒。,1、吐血、鼻血（心气不足）。用大黄二两，黄连、黄芩各一两，加水三升，煮成一升，热服。下泻即验。2、伤寒痞满（心下满而不痛）。用大黄二两、黄连一两，泡入麻沸汤中。过一会，绞渣取汁，分二次温服。此方名大黄黄连泻心汤。3、热病兼说胡话。用大黄五两，锉细，炒到微红，加水煎成膏子，每服半匙，冷水送下，此方亦治伤寒发黄。
商陆,逐汤、当陆、章、白昌、，夜呼。,（根）辛、平、有毒。,1、温气脚软。用商陆根切成小豆大，先煮熟，再加绿豆同煮成饭，每日进食，病愈为止。2、水气肿满。用商陆根去皮，切成豆大颗粒，装一碗，加糯米一碗，同煮成粥，每日空心吃下。微泻为好，不得杂食。又方：白商陆六两，取汁半合，加酒半升，基酌病人情况适量给服，腹泻为效。又方：白商陆一升、羊肉六两，加水一斗煮取六升，去渣，和葱豉一起煨汤吃。3、腹中症结（硬如石块，刺痛异常）。用商陆根捣汁或蒸烂，摊布上，放在患处，药冷即换，昼夜不停。
狼毒,（根）辛、平、有大毒。,暂无,暂无
防葵,房苑、盖、利茹。,（根）辛、寒、无毒。,1、肿病。用记葵研为末，每服少许，温酒送下。2、癫狂邪疾。治方同上。3、伤寒动气（伤寒汗下后，脐左有动气）。用防葵一两，木香、黄芩、柴胡各半两。各药混合后，每取半两加水一碗半，煎至八成，温服。此方名“防葵散”。
狼牙,牙子、狼齿、狼子、犬牙、抱牙、支兰。,（根）苦、寒、无毒。,1、刀伤。用狼牙草的茎、叶熟捣贴伤处。2、尿血。用狼牙草（焙干）、蚌粉（炒）、槐花、百药煎，等分为末。每服三钱，空心服，淘米水调下。3、寸白虫（按：即绦虫）等。用狼牙五两，研为末，加蜜做成丸子，如麻子大。服药前一天，禁食，次日清晨，服药一合，浆水送下。全剂服完，病即愈。
闾茹,离娄、掘据、白色者名草。,（根）辛、寒、有小毒。,1、痈疽肿痛。用闾茹一两，研为末，每服一匙，温水送下。2、疥疮。用闾茹研为末，加轻粉、香油调匀敷涂。3、伤寒咽痛（毒气上攻发肿）。用指甲大小的闾茹一块，放口中嚼汁咽下。
大戟,邛巨、下仙。,（根）苦、寒、有小毒。,1、水肿喘包。用大戟（炒）二两、干姜（炮）半两，共研为末，每服三钱，姜汤送下。以大小便通畅为度。2、水病肿满。用大戟、当归、橘皮各一两，切碎，加水二升，煮取七俣，一次服下，病重者，再服一次可愈。病愈后，一年之内须慎饮食，不吃刺激性大的东西。3、水肿腹大（或遍身浮肿）。用枣一半，放锅内，上面盖着大戟的根、苗，不加盖煮熟，随时取枣吃下，枣尽病愈。又方：大戟、白牵牛、木香，等分为末。每取一钱，纳入剖开的猪肾中，用湿纸包好煨熟，空心吃下。
泽漆,漆茎、儿眼睛草、绿叶绿花草、五凤草。,（茎、叶）苦、微寒、无毒。,1、咳嗽上气、脉沉。用泽漆三斤，加水五斗，煮取一斗五升，去渣，汁中再加半夏半升，紫参、白前、生姜各五两，甘草黄芩、人参、桂心各三两，最后煎成药汁五升。每服五合，一天服三次。2、心下伏瘕（大如杯，不能进食）。用泽漆四两，大黄、葶苈各三两，捣烂筛细，加蜜成丸，如梧子大。每服二丸，一天服三次。3、水所蛊病（按：此病的病象是腹满，喘息、浮肿）。用泽漆晒干，研为末，加枣肉和成丸子，如弹子大。每服二丸，白开水送下。一天服二次。如腹中觉暖、小便通畅，即为服药见效。
甘遂,白泽、主田、鬼丑、陵泽、、重泽、。,（根）苦、寒、有毒。,1、水肿腹满。用甘遂（炒）二钱二分、牵牛一两半，共研为末，煎为水剂，随时服用。2、身面浮肿。用甘遂二钱，生研为末，放入猪肾中，外包湿纸煨熟吃下。每日吃一次至四、五次。如觉腹鸣，小便亦通畅，即是见效3、肾水流注（腿膝挛急，四肢肿痛）。用上方加木香四钱，每用二钱，煨熟，温酒嚼下。泻下黄水为验。
续随子,、千两金、菩萨豆、拒冬、联步。,辛温、有毒。,1、小便不通。用续随了（去皮）一两、铅丹半两，同炒，加蜜捣成团，装瓶中，埋阴焉得虎子。春末前取出，研为末，加蜜做成丸子，如梧子大。每服二、三十丸，木通汤化药送下。如病急，亦可临时合药。2、水肿。用续随子一两，去壳，研细，压去油，再研细，分作七付，每治一人有一付。男子有酒下，女子用荆芥汤下。五更现服，不久，腹泻，但天大亮后泻自停。可另服厚朴汤补身体，习盐、醋一在昊，病即不复发。3、症块。用续随子三十枚、腻粉二钱、青黛（炒）一钱，共研为末加糯米饭和成丸子，如芡子大。每服一丸，打破，以大枣一枚烧熟，去皮核后，和药一起嚼烂，冷茶送下。半夜后泻出积聚恶物即见药效。
莨菪,、横唐、行唐。,（子）苦、寒、无毒。,1、突发颠狂。用莨菪三升，研细，在一升酒中泡几天。去渣，煎成浓汁。一天内分三次饮完。如觉头中似有虫行，额部及手脚现红点，即是病快要好的现象。2、风痹厥痛。和莨菪三钱（炒），大草乌头、甘草各半两，五灵脂一两，共研为末。加糊做成丸子，如梧子大，以螺青为衣。每服十丸，男子用菖蒲酒送下，女子用芫花汤送下。3、久咳不止（痰有脓血）。用莨菪子五钱，先煮后炒，研细，加酥油如鸡收蛎的量，大枣七枚，同煎至油尽。取枣日食三枚。又方：取莨菪子三撮吞服，一天服五、六次，极验。
蓖麻,（子）甘、辛、平、有小毒。,暂无,暂无
蜀漆,是的苗，功用是相同。,辛、平、有毒。,1、截疟：截疟诸汤：用常山三两、浆水三升，泡一夜，煎取一升。发病前一次服完，能吐为好。又方：用常山一两秫米一百粒，加水六升，煮成三升，分三次服（先一夜、未发时、临发时各一次）。又方：常山（酒煮后晒干）、知母、贝母草果各一钱半，加水一杯，煎半熟，五更时热服。药渣泡酒，发病前取饮。截疟诸酒：用常山一两，酒一升，泡二、三日后，分三次服完：清早一服，过一会再服，发病前第三次服。又方：治间日疟：常山一钱二分、大黄二钱半、炙甘草一钱二分，加水一碗半，煎至五成，叫做“醇”，发病日蝗五更温服；原药再加水一碗，煎至五成，叫做“”，未发病之日温服。此方名“醇汤”，甚验。又方：治久疟不止：常山一钱半、槟榔一钱、丁香五分、乌梅一个，酒一盏，泡药一夜，五更时饮下。一服便止，永不发病。截疟诸丸：常山三两，研为末。加鸡蛋白和成丸子，如梧子在。瓦器内煮熟，取出晒干收存。每服二十丸，竹叶汤送上，五更一服，天明后一服，发病前一服，此方名“恒山丸”。数年不愈的疟疾，服两剂即愈；一月左右者，只须一剂。又方；常山捣成末，取三两，黄丹一两，加白蜜共捣匀，做成丸子，如梧子大。病发前服三丸，过一会再服三丸，临归病时又服三丸，酒送下。此方名“丹砂丸”。又方：常山二两、黄丹半两、乌梅（连核瓦焙）一两，共研为末，加糯米粉糊成丸子，如梧子大。每服三、五十丸，凉酒送下。先一夜一服，天明时一服，午后才进食，此方名“黄丹丸”。又方：用常山三两、知母一两、甘划昱两，共研为末，加蜜和丸，如梧子大。发病前服十丸，稍后服七丸，再后服五、六丸。又方：治一切疟，用常山四两，炒存性，草果二两，炒存性，共研为末，加薄糊做成丸子，如梧子大。每卧时服五十丸，冷酒送下。五更时再服一次。忌鹅羊热物。此方名“瞻仰丸”。又方：常山八两，酒浸后先蒸后焙，加要槟榔二两，生研末，拦糊作丸，如梧子大。如上方服法服丸子，此方名“胜金丸”。又方：常山、槟榔各一两，生研，加穿山甲的甲片（煨焦）一两半，共三工业区末。以糯米粉和末做成丸子，如绿豆大，黄丹为衣。每服三十至五十丸，服法同上此方名“二圣丸”。2、牝疟（只寒不热）。用蜀漆（去母煅三日暗伤）龙骨各二钱，共研为末。每服半钱，临发病之昌早晨一服，发病前再一服，浆水调下。如系温疟（热多于寒）又加蜀漆一钱，此方名“蜀漆散”。3、牡疟（只热不寒）。用蟓漆一钱半、甘草一钱、麻黄二钱、牡蛎粉二钱，先以水二杯，煎麻黄、蜀漆，去沫，再将其余各药倒入同煎至一杯，未发病前温服，得吐则疟止。
藜芦,山、葱苒、葱炎、葱、丰、憨葱、。,辛、寒、有毒。,1、风痰。用藜芦十分、郁金一分，共研为末。每服二、三分，温浆水一碗送下。2、中风，牙关紧闭。用藜芦一两，去苗头，在浓煎的防风汤中泡过，焙干，切细，炒成微褐色，研为末。每服半钱，小儿减半。温水调药灌下。以吐风涎为效，末吐财服。又方：治中风后口吐涎沫，喉中发拉锯声：取藜芦一分、天南星一个（去浮皮，挖一小坑，倒入醋少许，在火上烘成黄色），共研为末，加生面和成丸子，如小豆大。每服三丸，温酒送下。3、痰疟。用藜芦末半钱，温齑水调下。引吐为好。又方：藜芦、皂荚（炙）各一两，巴豆二址五枚，熬黄，研成末，加蜜和成丸子，如小豆大。每空心服一丸，未发病时服一丸，临发病时又服一丸。宜暂时禁食。
附子,其母名曰。,辛、温、有大毒。,1、少阴伤寒（初得二、三日，脉微细，但昏昏欲睡，小便白色）。用麻黄（去节）二两、甘草（炙）二两、附子（炮，去皮）一枚，水七升。先煮麻黄去沫，再加入其余二药，煮汁成三升，分作三次服下。令病人发微汗。引方名“麻黄附子甘草汤”。2、少阴发热（少阴病初得，反发热而脉沉）。用麻黄（去节）二两、附子（炮）去皮一枚、细辛二两，水一斗。先煮麻黄去沫，再加入其余二药，煮汁成三成，分作三次服下。令病人发微汗。此方名“麻典附子细辛汤。”3、少阴下利（下得清谷，里寒外热，手足厥逆，脉微欲绝。身不恶寒，反而面赤，或腹痛，或干呕，或咽痛）。用大附子一个（去皮，切成片）、甘草（炙）二两、干姜三两，加不沽升，煮成一升，分两次温服，脉出现即愈。面赤，加葱九根；腹痛，加芍药二两；干呕，加生姜二两；咽痛，加桔梗一两；利止，而脉不出，加人参二两。此方名“脉四逆汤”。
天雄,白幕。,辛、温、有大毒。,1、元阳虚损（寒邪外攻，手足厥冷，大便滑数，小便白浑，六脉沉微）。用乌头、附子、天雄一起炮制并去皮脐，等分咬细，每服四钱，加水二碗、姜十五片，煎至成，温服。此方名“三建汤”。2、男子失精。用天雄三两（炮）、白术八两、桂枝六两、龙骨三两，共三细。每服半钱，酒送下。3、大风癞。用天雄、乌头的苗及根，去土勿洗，捣成汁。另取细粒黑豆（不脱皮者）浸叶中一夜。次日取豆晒干，如此七浸七晒，可供服用。开始时每次吞服三枚，以后渐加至六七枚。禁忌猪鸡肉及蒜，犯之即死。
侧子,辛、大热、有大毒。,肿、腰脚疼，筋挛急，遍身等。,暂无
漏篮子,、。,苦、辛、有毒。,恶痢冷漏疮，恶疮疠风。
乌头,乌喙、、、奚毒、耿子、毒公、金鸦。苗名：莨、芨、堇、独、。汁煎名。,（）辛、温、有大毒。（乌喙，一名）辛、微温、有大毒。（射罔）苦、有大毒。,1、中风瘫痪（手中颤动，言语蹇涩）用草乌头（炮，去皮）四两，川乌头（炮，去皮）二两，乳香、没药各一两，共研为末；生乌豆一升，以斑蝥三至七个，去头翅，同煮豆熟，取豆，焙干为末，加入上述药末中，以醋、面调成丸子，如梧子大，每服三十丸，温酒送下。此方名“左经丸”。2、瘫痪顽负（风节疼痛，下元虚冷，一切风疮）。用草乌头、川乌头、两头尖各三钱，硫磺、麝香、丁香各一钱，木鳖子五个，共研为末。再以熟艾揉软，合在一起用草纸包裹。烧熏痛处。此方名“雷丸”。3、腰脚冷痛。用乌头三个，去皮脐，研细，醋调贴痛处。
白附子,辛、甘、大温、有小毒。,暂无,暂无
虎掌,膏、鬼。,苦、温、有大毒。,1、中风口噤目闭。用天南星研为末，加白龙脑等分，调匀。每次用手指点末擦啮二、三十遍，口自开。此方名“开失散”或“破棺散”。2、小儿惊风。用一两重的天南星一个，放酒中浸透。取出，安新瓦上，周围用炭火炙裂。放冷，出火毒。研为末，加朱砂一分。每服半钱，荆芥汤调下。每日空心服一次。午时再服一次。此主名“坠涎散”。3、口眼斜。用天南星（生）研为末，自然姜汁调匀。病在左，敷右侧；病在右，敷左侧。
局箬,鬼、鬼头。,（根）辛、寒、有毒。,肿风毒（磨浆敷涂）。亦治消竭。
半夏,守田、水玉、地文、和姑。,（根）辛、平、有毒。,1、老人风痰。用半夏（泡七次，焙过）、硝石各半两，共研为末，加入白面捣匀，调水做成丸子，如绿豆大。每服五十丸，姜汤送下。2、风痰头晕（哎逆目眩，面色黄，脉弦）。用生半夏、生天南星、寒水石（煅）各一两，天麻半两，雄黄二钱，小麦面三两，共研为末，加水和成饼，水煮浮起，取出捣烂做成丸子，如梧子大。每服五十丸，姜汤送下。极效。亦治风痰咳嗽、二便不通、风痰头痛等病。3、热痰咳嗽（烦热面赤，口燥心痛，脉洪数）。用半夏、天南星各一两，黄芩一两半，共研为末，加姜汁浸蒸饼做成丸子，如梧子大。每服五十至七十丸，饭后服，姜汤送下。此方名“小黄丸”。
蚤休,蚩休、螫休、、重台、金线、三层草、、草、白甘遂。,（根）苦、微寒、有毒。,惊阐、瘰疬、肿。磨敷痈肿，甚有效。
鬼臼,九说、天说、鬼药、、爵、目毒公、害、羞、术、枸、、独荷草、、旱荷、盘、唐婆镜。,（根）辛、温、有毒。,1、子死腹中（胞破不生）。用鬼臼不拘多少，研为末。每服一钱，加酒一碗，煎至八成，一次服下，死胎即出。此方名“一字神散”。非常有效。2、发寒发热，身上长疮，古代迷信，说这是鬼怪作祟，称为“射工中人”。用鬼臼叶一把泡苦酒中，捣取汁，每服一升，一天服两次。
射干,乌扇、乌、乌吹，乌蒲、凤、鬼扇，、、紫金牛、野萱花、草姜、黄远。,（根据）甘、平、有毒。,1、咽喉肿痛。用射干花根、山豆根，阴干为末，吹喉部，有特效。2、喉痹不通。用射干一片，口含咽汁。3、二便不通，诸药不效。用射干根（生于水边者为最好），研汁一碗，服下即通。
玉簪,白仙。,（根）甘、辛、寒、有毒。,捣汁服，解一切毒，下骨鲠，涂肿。
凤仙,、早珍珠、花、小红，、海，染草，婢。,（子）微苦、温、有小毒。（花）甘、滑、温、无毒。（根、叶）苦、甘、辛、有小毒。,1、噎食不下。用凤仙花子，酒浸三夜，晒干，研为末，加酒调成丸子，如绿豆大。每服八粒，温酒送下。2、咽中骨鲠。用白凤仙子研水一大口，倒在竹筒中灌入咽内，鲠物即可变软，或把凤仙子研末吹喉亦可。不宜着齿，免齿受损。3、蛇咬伤。用凤仙花捣酒服。
坐拿草,辛、热、有毒。,、，亦壮盘骨。膈上，小便赤涩，神困多睡。用、、赤、、、、、、、、，等分为末，加蜜做成丸子，如梧子大。每服二十丸，送下。,暂无
曼陀罗花,风匣儿、山。,（花、子）辛、温、有毒。,1、脸上生疮。用曼陀罗花晒干，研为末，取少许敷贴疮上。2、小儿慢惊。用曼陀罗花七朵，天麻二钱半，全蝎（炒）十枚，天南星（炮）、丹砂、乳香各二钱半，共研为末。每服半钱，薄荷汤调下。3、大肠脱肛。用曼陀罗子连壳一对、橡斗十六个，同锉，水煎开三、五次，加入朴硝少许洗患处。
羊踯躅,黄踯躅、、草、、惊花，老花、玉枝。,（花）辛、温、有大毒。,1、风痰注痛。用羊踯躅花、天南星，一起生捣作饼，蒸四、五遍，以衡布袋收存。用时取焙为末，加蒸饼和成丸子，如梧子大。每服三丸，温酒送下。腰脚骨痛，空心服；手臂痛，饭后服。2、风湿痹痛（手足身体收摄不遂，肢节疼痛，言语蹇涩）。用凌晨踯躅花，酒拦后蒸过，晒干，研为末。每服五分，以牛乳一合、酒二合调服。
芫花,杜芫、赤芫、去水、毒鱼、花、儿草、败华。根名黄、蜀桑。,（花、根）辛、温、有小毒。,1、突发咳嗽。用芫花一升，加水三升煮汁一升，以枣十四枚，放入汁中煮干，一天吃五枚，必愈。2、咳嗽有痰。用芫花一两（炒），加水一升，煮开四次，去渣，再加入白糖半斤。每服约一个枣子大的量。忌食酸咸物。3、干呕胁痛（伤寒有时头痛，心下痞满，痛引两胁，干呕短气，汗出而不恶寒）。用芫花（熬过）、甘遂、大戟，等分为末。以大枣十枚、水一升半，煮成八合后，去渣纳药。体壮者服一钱，弱者半钱，清晨服下。能下泻则病除，否则次晨再服药。此方名“十枣汤”。
莽草,芒草、莽。,（叶）辛、温、有毒。,1、贼风肿痹（风入五脏，恍惚）。用莽草一斤，乌头、附子、踯躅各二两，切细，以水和醋泡一夜。取出，和猪油一斤同煎，去渣，手蘸药汁摩病处几百次，可愈。此法亦治癣疥杂疮。耳鼻疾，可以棉裹药汁塞。此方名“莽草膏”。2、小儿风阐（抽筋、翻眼，重者一天发病数十次）。用莽草、舅丸各一鸡蛋黄大，和猪油一斤同煎，去渣，手蘸药汁摩病处几百次，可愈。此法亦治癣疥杂疮。耳鼻有疾，可以用棉裹药汁塞住。此方名“莽草膏”。3、头风久痛。作莽草煎汤洗头。勿令药汁入目。
茵芋,芫草、卑共。,（茎、叶）苦、温、有毒。,1、手足枯痹拘挛。用茵芋、附子、天雄、乌头、秦艽、女萎、防风、防己、石南叶、踯躅花、细辛、桂心各一两，切细，装薄布袋中，以酒一斗浸渍。几日后，取酒饮服。每服一合，一天两次。手足只感微痹即止。此方名“茵芋酒”。2、脚气病（风气积滞而成，发时甚疼）。用茵芋叶（炒）、薏苡仁各半两，郁李仁一两，牵牛子三两（生，研末），共研为末，加炼蜜做成丸子，如梧子大。每服二十丸，五更时以姜、枣煎汤送下。以泻为验。未泻再服。此方名“茵芋丸”。
石龙芮,地椹、天豆、石能、鲁果能、水堇、苦堇、堇、菜彭根。,（子）苦、平、无毒。（叶）甘、寒、无毒。,（子），补肾明目；（叶）前肿毒疮，下，止。
钩吻,野葛、毒根、胡蔓草、、、。,辛、温、大有毒。,脚膝痹痛，四肢拘挛，恶疮疥虫，咳逆上气，咽塞。
菟丝子,菟缕、菟、菟丘、赤纲、玉女唐蒙、、野狐丝、。,（子）辛、甘平、无毒。,1、消渴不止。用菟丝子煎汁随意饮服，以止为度。2、白浊遗精（思虑太过，心肾虚损，真阳不固，渐有遗沥，小便白浊，梦中泄精）。用菟丝子五两、白茯苓三两、石莲肉二两，共研为末，加酒、糊酒成丸子，如梧子大。每服三十至九十丸空心服，盐汤送下。此方名“茯菟丸”。3、小便淋沥。用菟丝子煮汁饮服。
覆盆子,奎、西国草、毕楞伽、莓、插田包、乌包子。,甘、平、无毒。,益，治，缩小便，补肚明目（叶亦有明目作用）
使君子,留求子。,甘、温、无毒。,1、小儿脾疳。用使君子、芦荟，等分为末。每服一钱，米汤送下。2、小儿痞块（腹大，肌瘦而黄，渐成疳疾）。用使君子仁三钱、木鳖子仁五钱，共研为末，滴水做成丸子，如龙眼大。每取一丸，放入一个破了顶的鸡蛋中，饭上蒸熟，空心服。3、蛔虫病。用使君子为末，五更时以米汤调服一钱。
木鳖子,木。,（仁）甘、温、无毒。（有人认为：有毒，不可食）。,1、酒疸脾黄。用木鳖子磨醋服一、二碗，有腹泻即见效。2、脚气肿痛。用木鳖仁，先切开。麸炒过，再切碎重炒，去油至尽，每两加厚桂半两，研为末。每服二钱，热酒送下，发汗即愈。3、阴疝偏坠。用木鳖子一个，磨醋调黄蘖、芙蓉两药细末，涂敷患处。
番木鳖,、苦实把豆、火失刻把都。,（仁）苦、寒、无毒。,病，咽痛，消（口含咽汁或磨水噙咽）。
马兜铃,都淋藤、独行根、土、去南根、三百两药。,（实）苦、寒、无毒。,1、水肿喘急。用马兜铃煎汤，每日服。2、肺气喘急。用马兜铃二两，去壳及膜，酥半两，一起拌匀慢火炒干，加甘草（炙）一两，共研为末。每服一七，用水一碗，煎至六成，温服，或噙口中咽服。3、痔瘘肿痛。把马兜铃放入瓶中，烧回熏患处，有效。
盍藤子,象豆、盍子、。,（仁）涩、甘、平、无毒。,1、喉痹肿痛。用盍藤子烧过，研细，酒送服一钱。2、五痔下血。用盍藤子烧存性，每服二钱，米汤送下。3、肠风下血。用盍藤子两个、完好的皂荚子四十九个，共烧存性，研为末。每服二钱，温酒送下。又方：用盍藤子三枚（选厚重者），湿纸七层包好煨熟、去壳，取肉，研为末。每服一钱，饭前服，黄芪汤送下。一天服一次。
